,Unnamed: 0,_id,text,task_1,task_2
1590,2478,60c5d6bf5659ea5e55df0126,Dick eating ass homegirl too,HOF,PRFN
1593,4425,60c5d6bf5659ea5e55defd36,"WE ARE GROWN. I dont know how many times i have to announce that. Fuck who you wanna fuck, love who you wanna love, do what you wanna do and shut the fuck up talking to me.",NOT,NONE
1614,381,60c5d6bf5659ea5e55def423,"Well maybe an overview will do:  Orlando here. | 30 | Black Freak top | Pretty open   Only thing I dont do is take dick.   Yes, ima top &amp; I enjoy my ass being ate Also, I love getting head just as much as I love giving it. Down for groups, couples, etc.",HOF,PRFN
1621,4106,60c5d6bf5659ea5e55defbb3,"Exactly like sex. They think my hair isn't connected to my head but is a ""dick"" that's brown (and made of hair!) right in front of my face if I wash my hair in the ""over the bath"" way. Also hair has follicles and that word can mean something about a womb as well.",HOF,PRFN
1622,1847,60c5d6bf5659ea5e55defcda,Thought I was enjoying a John Lee hooker album but it was the same song 3 times cos I accidentally hit the repeat button. Didnt even notice lol,NOT,NONE
1648,4001,60c5d6bf5659ea5e55def973,stop with the samsung samantha rule 34 i can only beat my dick so much,HOF,OFFN
1656,3381,60c5d6bf5659ea5e55def38d,Bloody Marys are in the bad bitch hall of fame,HOF,PRFN
1664,1151,60c5d6bf5659ea5e55defa85,"Damn I know its time to upgrade, but I love my IPhone 8+ ",NOT,NONE
1677,4802,60c5d6bf5659ea5e55def98a,sometimes i want sliced cheese in my sandwich and sometimes i want grated cheese in my sandwich. they both have their own unique vibe and both are equally valid. if you can't deal with that then fuck you,HOF,PRFN
1688,357,60c5d6bf5659ea5e55def36e,no thoughts head empty just blue bandana dick necklace pink &amp; blue shorts ,HOF,PRFN
1694,4242,60c5d6bf5659ea5e55defbf3,Not my dad telling me he cant do my brakes cause he gets his second shot tomorrow. Nigga fix my shit. ,HOF,PRFN
1701,4446,60c5d6bf5659ea5e55defe44,You would think any cis person in my position would bring a case and they do and they win. You would think the trans community with all its connections could find one none wanker of a lawyer but no. Too obvious. Too easy. But fuck they know how to look after themselves.,HOF,PRFN
1706,4673,60c5d6bf5659ea5e55def99e,"""God, did you hear about that stupid guy who works at Youtube who is a total fucker? I think his name is Ian""",HOF,PRFN
1708,3955,60c5d6bf5659ea5e55def9ab,your shag is not a mullet i am going to jump you,HOF,OFFN
1711,4169,60c5d6bf5659ea5e55defb08,Little dick shouldnt come with a headache...my head already hurt from sucking it.,HOF,PRFN
1719,4790,60c5d6bf5659ea5e55def830,verizon can sponsor my full out cunt,HOF,PRFN
1722,1714,60c5d6bf5659ea5e55defd4d,kratos was like damn i killed my father hope my child doesnt kill me,NOT,NONE
1727,607,60c5d6bf5659ea5e55def6bc,her shit hairy as hell,HOF,PRFN
1740,4599,60c5d6bf5659ea5e55def5a1,"Native American situation, and slavery didn't do a big cigar might go, What a bastard! And he said, You British?",HOF,PRFN
1748,1359,60c5d6bf5659ea5e55def90c,TABS HAIR DEFO GONNA SHAG HER TOMORROW NOW,HOF,OFFN
1756,2243,60c5d6bf5659ea5e55df0061,imagine being scared of bloody mary. all you really gotta do is clean ha ass off  its just a regular ass yt bitch,HOF,PRFN
1758,1594,60c5d6bf5659ea5e55defc85,"Just walked in on my missus.  Thats it, Ive had enough , cant take anymore.  Ffs Emmerdale Farm and Corporation Street is bad enough but shes watching something called  The Masked Dancer  What a load of bollocks.",HOF,PRFN
1760,4151,60c5d6bf5659ea5e55defbd2,candace is trending and its not a dn joke??? fuck that,HOF,PRFN
1774,3377,60c5d6bf5659ea5e55def2e6,"How the fuck John get a car before me  that stupid ass bitch, when I come home Im gonna steal hoes whip",HOF,OFFN
1784,4662,60c5d6bf5659ea5e55def8e2,Does anyone else just sit there thinking Nikki Haley is a cunt,HOF,PRFN
1787,4176,60c5d6bf5659ea5e55defbe7,"Every arsenal fan towards Chelsea fans feel like iblees when he got told to go down on his knees and head for Prophet Adam. Bloody hell instead of improving we want the others around us to fail, we r the ones who should be called Red Devils ",HOF,PRFN
1789,256,60c5d6bf5659ea5e55def21b,unpopular opinion.....bro mfs who take showers longer than 45 mins piss me off... wtf are you doing? washing the INSIDE of your ass or........,HOF,PRFN
1794,3976,60c5d6bf5659ea5e55def92e,I really do love the fact that Im not a boring cunt that plays a sport and does nothing else in their spare time,HOF,PRFN
1796,4500,60c5d6bf5659ea5e55df001a,I been missing out on sushi. that shit so good ,NOT,NONE
1798,718,60c5d6bf5659ea5e55def563,Having a tick on the head of your dick is better than receiving a Chuck Norris roundhouse kick in your neck.,HOF,PRFN
1800,4782,60c5d6bf5659ea5e55def81d,"I need to post my dick on this app. And I want y'all to hype me up and say ""omgsss"" ""wow wow wow"" If not, una fit ment o",NOT,NONE
1801,1180,60c5d6bf5659ea5e55defa38,C!NIKI IS GONNA FIND OUT ABT WILL FUCK IG I GOTTA WATCH THE DAMN STREAM /neg,HOF,PRFN
1802,4107,60c5d6bf5659ea5e55defbcb,"I never understand this fans celebrate xxxxxs birthday yeah wish them Happy Birthday, but what sort of sad fucker actually celebrates somebody they dont know personally birthday?",HOF,PRFN
1805,581,60c5d6bf5659ea5e55def522,Any BADD BITCHES IN VEGAS? Im tryna collab and eat some pussy lol,HOF,PRFN
1821,2176,60c5d6bf5659ea5e55df0029,how deep my kameez ke galay are is a testament to how much of a whore my darzi thinks i am,HOF,PRFN
1843,1348,60c5d6bf5659ea5e55def802,This bitch say she sell pussy but her phone was on silent. Im confused.,HOF,OFFN
1854,4700,60c5d6bf5659ea5e55def7d2,Why are people only now cancelling Fatalas? Him wanting to shag kids has been going on forever. I remember him taking it to Dms trying to convince me otherwise and NO ONE seemed to care.,HOF,PRFN
1864,3762,60c5d6bf5659ea5e55df0073,Nvidia is at that point where they are pushing out random cards because they know it will sell out and they dont care who it is giving them the money. Fuck off.,HOF,PRFN
1877,2112,60c5d6bf5659ea5e55df0010,He went as far as to install a tracking app on his own phone and watch his conversations with other people. He was also manipulating son of a bitch who made Taehyung think no one else will love him as Bogum loved him.   He is not going to fall into all of that.  Not again.,HOF,PRFN
1883,63,60c5d6bf5659ea5e55def165,14. Daddy I wanna fuck you so bad and I wanna finish with a round of applause,HOF,PRFN
1885,2586,60c5d6bf5659ea5e55df04f1,Still haven't fully come to terms that my team are European champions.   Lol. Bloody hell. A team that by December made me hate football,HOF,PRFN
1897,27,60c5d6bf5659ea5e55def1fa,"Happy pride month, perverts. Consider this a challenge: get out there and poz some neg cunt this month. ",HOF,PRFN
1899,3072,60c5d6bf5659ea5e55df0477,Pride month. Go eat you some pussy.,HOF,PRFN
1902,118,60c5d6bf5659ea5e55def1a7,Place your bets: Whos gonna cry like a little bitch when the doctor yanks out this IUD??,HOF,PRFN
1903,3116,60c5d6bf5659ea5e55df0412,"Keep it playa like a pimp, cant cuff no hoes I aint a simp",HOF,PRFN
1906,4121,60c5d6bf5659ea5e55defbd4,i got three looks and that's it homeless man twelve years boy and A HOOKER,HOF,PRFN
1937,3702,60c5d6bf5659ea5e55deff45,stolen tell me what energy i give off - the mean blunt bitch everyone loves - main character - antagonist - best friend - goofy side character - nerdy side character - the dumb one that gets kiIIed - love interest,HOF,PRFN
1940,1771,60c5d6bf5659ea5e55defe50,These fucking apartments piss me off weekly,HOF,PRFN
1941,710,60c5d6bf5659ea5e55def63d,Disgusted thinking back to the shit that I once settled for,HOF,PRFN
1946,273,60c5d6bf5659ea5e55def354,Door dash dude ran his ass smooth off  my mans pulled a K Michelle on him get the fuck off my damn porch,HOF,PRFN
1954,4660,60c5d6bf5659ea5e55def8c7,"i just love bread  baguettes, french bread, croissants, garlic bread, hawaiian rolls, texas toast, focaccia, biscuits, money. im a bread whore.",NOT,NONE
1957,3956,60c5d6bf5659ea5e55def9f6,Smoking weed w a pretty thot her pussy getting hot,HOF,OFFN
1976,2881,60c5d6bf5659ea5e55def15d,"He always knows just how to piss me off, Even if i beg he won't lay off.",NOT,NONE
1989,157,60c5d6bf5659ea5e55def1c5,"if you wanna shag me just say that, no dey disguise. ",HOF,PRFN
1995,2547,60c5d6bf5659ea5e55df04b6,"I am so sad that some of my crew missed glory days of my mako driving skills. Sir Isaac Newton it the deadliest motherfucker in space, but his rules don't apply to the mako.",HOF,PRFN
2002,2477,60c5d6bf5659ea5e55df011f,Im a bloody bitch,HOF,PRFN
2005,1563,60c5d6bf5659ea5e55defc50,wait FUCK i mean this summer,HOF,PRFN
2018,3327,60c5d6bf5659ea5e55def264,why don't you do it on the private account you blocked me on? or are you that much of an attention whore you felt the need to go at someone publicly for no reason?,HOF,OFFN
2067,3010,60c5d6bf5659ea5e55df02dc,Chuck Woolery blocked me five years ago when I called him a racist shitbag and I see he is trending so Im guessing it is because he is a racist shitbag.,HOF,OFFN
2072,556,60c5d6bf5659ea5e55def4bf,Ancelottis a bit of a wanker isnt he,HOF,PRFN
2080,1285,60c5d6bf5659ea5e55def88d,JUST WANNA BE HIS WHORE,HOF,OFFN
2082,4717,60c5d6bf5659ea5e55def9fa,if you feed your dog beer or you blow smoke in your dogs face you are not only an asshole but you deserve to have your face beaten to oblivion,HOF,PRFN
2084,358,60c5d6bf5659ea5e55def38b,"My friend asked what it would take to get me to stay at my job. I told her that if they all eat a dick, I'll stay.",HOF,PRFN
2087,3859,60c5d6bf5659ea5e55df00e6,lemon demon fnf is so dumb and ugly motherfucker you are a lemon and you're fucking BALD I hate you,HOF,OFFN
2090,51,60c5d6bf5659ea5e55def167,At least i dont have higj class hooker syndrome,HOF,PRFN
2091,1078,60c5d6bf5659ea5e55def7ef,Bitch,NOT,NONE
2100,1949,60c5d6bf5659ea5e55df0052,"Why did he refuse when this feels so so good? Why did he deny himself and Lao Wen? His hands curl in WKXs hair as the other sucks on his dick messily. The sounds are incredibly filthy and it's so so hot. The lights are dim, but when he lifts his head to look at WKX",HOF,PRFN
2109,2237,60c5d6bf5659ea5e55deffc7,What us the point of using students as pawns to reopen when they have a couple of weeks left? Reopen officially in September and avoid another friggin outbreak Im so over this shit,NOT,NONE
2121,811,60c5d6bf5659ea5e55def582,Wish I could get some dick in LA before I head to San Fran tonight,HOF,PRFN
2126,4945,60c5d6bf5659ea5e55def9f5,"I keep on getting stronger cause Im too damn mean to die, cause Im a scumbag! It dont hurt my feelings none, Im a scumbag",HOF,PRFN
2128,4408,60c5d6bf5659ea5e55defe68,"whenever i u guys making fun of flamboyant gay people, it always makes me want to be more flamboyant to piss u guys off (and for myself, shit seems fun) im a goddamn dudebro but i trust the rainbow gays more than the mfs who make fun of them",HOF,OFFN
2146,3540,60c5d6bf5659ea5e55def4d0,"But instead of a mask it's a dick. You're like Bane but with a dick in his mouth. And instead of running you're head-banging like you're at a rock concert. Anyway, just food for thought.",HOF,OFFN
2158,3994,60c5d6bf5659ea5e55def860,If youre eating a burrito you are legally not allowed to set that fucker down til youre done,HOF,PRFN
2159,1951,60c5d6bf5659ea5e55df0085,Ur son of a bitch ,HOF,PRFN
2160,4033,60c5d6bf5659ea5e55defbc6,Why the fuck am i so nice to you lol,HOF,PRFN
2163,2911,60c5d6bf5659ea5e55df01ae,"Time to start a grassroots activist group dedicated to having Real expelled from La Liga, enjoy coaching in Tercera Grupo VII you cunt",NOT,NONE
2168,3980,60c5d6bf5659ea5e55defa4e,I Dont Mind A Bitch Talking About Me But Dont Lie On My Name  Thats Gonna Piss Me Off,HOF,PRFN
2171,3221,60c5d6bf5659ea5e55df04ee,1. Don't be a dick,HOF,PRFN
2177,2076,60c5d6bf5659ea5e55defeb8,"United States BEEN READY for war, the fuck you thought boi???   but rs tho this whole thing about a song title lol",HOF,PRFN
2184,5019,60c5d6bf5659ea5e55def1c8,damson cant be nigerian....i would have told all of yall to piss off and went about my day,NOT,NONE
2195,69,60c5d6bf5659ea5e55def226,See? Im not an asshole,HOF,PRFN
2201,1713,60c5d6bf5659ea5e55defd10,Whore curtain,HOF,PRFN
2207,260,60c5d6bf5659ea5e55def276,A crazy ass woman victimized non stop for 10 years by retarded ass wanna be rapper and drug traffickers finally snaps shit gets real fucking ugly and real damn bloody and it's legit gonna feel so damn good to finally do too bitch its about to be the biggest relief of my damn life,HOF,PRFN
2221,2768,60c5d6bf5659ea5e55df02cc,"Im no longer making excuses for the shitty things people have done to me because i cared deeply for them.  Fuck the if you ever need me, call me i dont care if youre dying, dont contact me.",HOF,PRFN
2227,4359,60c5d6bf5659ea5e55defcf6,i'm in the bitch mood,NOT,NONE
2229,986,60c5d6bf5659ea5e55def9a5,/ / fuck yall if you guys hav comms open let me know and i will gladly waste my money that i should be saving but i want art!,HOF,PRFN
2234,3375,60c5d6bf5659ea5e55def4a4,"This boy wanna be me so bad, all he can do is throw shade disguised as jokes. He really wish he had a pussy.",HOF,OFFN
2236,1980,60c5d6bf5659ea5e55deff92,Whoever is playing Plague with the premium pack knock it the fuck off!,HOF,PRFN
2262,4980,60c5d6bf5659ea5e55def999,"i will literally kms theres no way this bitch has the same venus, mars, jupiter, saturn, uranus, neptune AND pluto as me and has a fucking cancer moon LITERALLY DIE WHORE",HOF,PRFN
2270,3635,60c5d6bf5659ea5e55deff81,Im a about to piss yall off but this is too funny,HOF,PRFN
2286,4801,60c5d6bf5659ea5e55def8b0,"Some of these people who used to diss ya in school,aint look like nein now ya cunt just musty and break ic.",HOF,PRFN
2300,1997,60c5d6bf5659ea5e55deff0f,"I still hate akito but.. idk how to feel about this episode tbh. I cried, but fr the show made me step closer to forgiving the asshole for the shit she did. Tohrus too kind man ",HOF,PRFN
2301,1659,60c5d6bf5659ea5e55defd1b,im Captain Ahab except i k!lled that son of a bitch whale.,HOF,PRFN
2308,1731,60c5d6bf5659ea5e55defd21,"[""I am such a whore!"" I shout at the juices, ready to punch everything.  ""Don't worry, honey, we all are."" An old grandma says cooly next to me, ""just takes the right man to bring it out of us.""]  I CHOCKED WHILE READING THIS AHAHAHAH IT WAS AMAZING ",HOF,PRFN
2322,173,60c5d6bf5659ea5e55def1bb,yall be on here arguing rap with accounts that didnt know who pimp c was til views,HOF,PRFN
2326,1916,60c5d6bf5659ea5e55defd32,Motherfucker with a badge and a gun,HOF,PRFN
2335,305,60c5d6bf5659ea5e55def34b,flights b fucking my ears upppp. cant hear a got damn thing,HOF,PRFN
2337,2380,60c5d6bf5659ea5e55df01ee,i want to bite a dick,HOF,PRFN
2349,202,60c5d6bf5659ea5e55def1e2,BITCH WHAT IN THE FUCK ARE THE KIDS DOING WITH A WHOLE ASS WAGON SLAMMING THROUGH FENCES LIKE THST,HOF,PRFN
2360,4426,60c5d6bf5659ea5e55defd45,"Happy pride month, especially to those who have never felt safe enough to be open about themselves. A big ""fuck you"" to anyone who needs to ""process"" you being who you are.",HOF,HATE
2380,1685,60c5d6bf5659ea5e55defe47,"*steaks*  Fuck you, autocorrect.  Take it up with English, not with me.",HOF,PRFN
2404,1437,60c5d6bf5659ea5e55defb20,"Getting a gas station chicken dog for lunch, cause I'm fancy like that, I started to drop it &amp; tossed it when I tried to catch it. As it was careening though the air across the place, I thought, yeah, this is why I'm a smooth motherfucker",HOF,PRFN
2410,109,60c5d6bf5659ea5e55def2c6,pink pussy latte,HOF,PRFN
2436,692,60c5d6bf5659ea5e55def692,sadboi manipulative motherfucker y'all are disgusting,HOF,PRFN
2447,610,60c5d6bf5659ea5e55def615,should i... post my pussy perhaps?,HOF,PRFN
2464,4085,60c5d6bf5659ea5e55defb5e,whore isnt even an insult at this point idk why men use it. like how am i gonna be offended by a word that men brainlessly use against virgins it has no meaning,HOF,HATE
2467,1977,60c5d6bf5659ea5e55deff5f,Suck his dick at home call that house head,HOF,PRFN
2468,719,60c5d6bf5659ea5e55def56a,jesus!!! fuck shit!!! son of a fucking bitch i am at my limit!!!!! holy shit!!!!,HOF,PRFN
2469,2208,60c5d6bf5659ea5e55df0009,If I had a trapper i b out here hitting mfs just cause they piss me off,HOF,PRFN
2477,2955,60c5d6bf5659ea5e55df01a4,"Stop conflating anti-Zionism as anything BUT anti-Zionism challenge 2021. Oh look, Eve Fartlow's already failed. Same with every shitbag Zionist standing by her.",HOF,OFFN
2479,2138,60c5d6bf5659ea5e55df0057,We'll never even get to boo the stroke-eyed arl cunt either.,HOF,PRFN
2489,2757,60c5d6bf5659ea5e55df0405,just putting this out there before i hit 1k:  im a sex pest freak psycho a real son of a bitch,HOF,PRFN
2491,4527,60c5d6bf5659ea5e55def5db,"I see you too are an idiot son of Donkey Kong. Daddy says jump, we jump. Sokay. Video killed the radio star but video games brought her back to life. Also, God loves you... but I am her favorite.",NOT,NONE
2493,2054,60c5d6bf5659ea5e55defecf,Ancelotti is a fucking rat!! Hope his flight goes down the cunt,HOF,PRFN
2499,3275,60c5d6bf5659ea5e55def2ba,Mum just blaming my suicidal thoughts on me drinking energy drinks. Bloody hell.,HOF,PRFN
2514,4710,60c5d6bf5659ea5e55def954,"stabilize this relationship. Its just  him dealing with the fact that  he does this, he loses all chances with Shao Kahn. Or, really, the one singular chance he was given recently. Love is a pile o piss in the dirt, aint it? I go n try for weeks t shag your",HOF,PRFN
2520,1117,60c5d6bf5659ea5e55def755,"Fucker, you dont think I see what youre doing right now? You think youre fucking helping me? I know youre using me. Let me help you use me. Okay?",HOF,PRFN
2525,2487,60c5d6bf5659ea5e55df01a5,MAYA YOU LITTLE SHIT,HOF,PRFN
2538,2900,60c5d6bf5659ea5e55df0229,"Ion know what the hype is but ion like head til I cry, dick me down til I cry ",NOT,NONE
2546,3623,60c5d6bf5659ea5e55deff51,Done letting shit get to me .. If thats what u on we on that,HOF,PRFN
2550,3788,60c5d6bf5659ea5e55df0207,you know i like you like that i hate that son of a bitch,HOF,PRFN
2569,1877,60c5d6bf5659ea5e55defe67,just watch how i do this shit ,NOT,NONE
2575,3351,60c5d6bf5659ea5e55def394,This exam is making me dizzy bloody hell and to top it off another 1 tomo gr8,HOF,PRFN
2576,2234,60c5d6bf5659ea5e55deff99,Let me haunt that pussy,HOF,PRFN
2581,2500,60c5d6bf5659ea5e55df0292,Have your shit together when we come,HOF,PRFN
2586,998,60c5d6bf5659ea5e55def6ea,ill never get over the at least theyre honest take on someone behaving like a total asshole,HOF,PRFN
2614,3711,60c5d6bf5659ea5e55defed5,You stop talking to a bitch and shell hit up everyone she claimed she didnt give a fuck about ,HOF,OFFN
2634,4636,60c5d6bf5659ea5e55def902,"Appreciate the support and messages today. Good to have each other when this whole shitbag disaster gets to us. I blame no kip last neet. Someone has moved the sun 3 foot away from my bedroom window. Tomorrow will be better, always is xx",HOF,PRFN
2638,486,60c5d6bf5659ea5e55def331,i need a geo support so bad for shields because a certain geo twat did not come home  for now dionas shield keeps me going mwa,HOF,PRFN
2645,216,60c5d6bf5659ea5e55def1b7,omw to get the pussy discharge frappe,HOF,PRFN
2651,4375,60c5d6bf5659ea5e55defd7a,May as well do one cool/positive thing for pride month and pimp out myself and all my LGBTQ+ friends who make cool art shit in a thread! Were all grassroots creators who can use whatever support we can get! (THREAD!),NOT,NONE
2653,3771,60c5d6bf5659ea5e55df00bc,Observer's inhuman dick are massive enough that she can make cum countless time inside of you untill your belly become bloated. It will takes some time when you're about to worship her and become a mother of carrying Observer's child. Will you even take the challenge?,HOF,PRFN
2657,3238,60c5d6bf5659ea5e55df04ac,HATE,HOF,OFFN
2660,4587,60c5d6bf5659ea5e55def608,Herbalism shop Torrevieja Told that if he wants to confront me and I know for sure he won't do because he's simply a bloody motherfucker son of the ugliest bitch ever lived in this planet....,HOF,PRFN
2668,4957,60c5d6bf5659ea5e55defaac,"Just saw a prolapsed asshole, aka something that I never wanted to or needed to see. I hate the internet",HOF,HATE
2673,4696,60c5d6bf5659ea5e55def7a4,If there is any ounce of truth in the Malik Hooker and Cowboys rumors give the man a contract he can ball!,NOT,NONE
2674,989,60c5d6bf5659ea5e55def9ed,Do what you will with this information but being a whore is my true destiny and it is my legacy to fulfil it sorry folks!,HOF,PRFN
2683,4740,60c5d6bf5659ea5e55def854,get this bloody burger off my head before I stab a bitch,HOF,PRFN
2705,2790,60c5d6bf5659ea5e55df02b5,why complain about bein lonely when u have nothing to offer but pussy? that doesnt get u a solid relationship lol,HOF,PRFN
2711,872,60c5d6bf5659ea5e55def544,Imagine if cri cri wasnt around. You wouldve had to pimp your wife or girlfriend. Why you mad,HOF,PRFN
2712,982,60c5d6bf5659ea5e55def963,Im still weak cause it was not necessary to call me a bitch that mf so disrespectful ,HOF,PRFN
2721,4163,60c5d6bf5659ea5e55defbf0,If I ever have a son and one of you weird bitches refer to him as sexy I might donkey punch you in the top of yo shit. Thats hella predatory,HOF,PRFN
2738,1915,60c5d6bf5659ea5e55defd2f,Went drag racing  in my grandads car and my cousin also ran over a Russian hooker ,HOF,PRFN
2747,3588,60c5d6bf5659ea5e55def63b,I see a lot of shit. I dont speak on anything,HOF,PRFN
2753,4089,60c5d6bf5659ea5e55defbf1,"A man goes to a $5 hooker and gets crabs. goes to that same hooker and says "" Hey, u gave me crabs!"" The hooker replies, ""For $5 what did you expect? Lobster?"" ",HOF,OFFN
2759,5010,60c5d6bf5659ea5e55def10b,dont know who tf Margaret is but this bitch been giving people out the wrong phone number for at least a decade now and im fukin sick of getting her calls! like how tf do you not know youre number and at that continue to keep going out the wrong one when you set up appointments,HOF,OFFN
2762,321,60c5d6bf5659ea5e55def36d,The AD slander has gotten under my skin this year Im not gone lie.   &amp; it piss me off that he just has not been able to get or stay healthy this year. Folks been lyin on my guy name too much.,HOF,PRFN
2764,2543,60c5d6bf5659ea5e55df041d,// techno neg   fuck off and show us dream,HOF,PRFN
2767,3927,60c5d6bf5659ea5e55def87a,"/ Damn, that shit was so ASS. FUCK.",HOF,PRFN
2775,146,60c5d6bf5659ea5e55def2d8,You and your bloody High Definition Multimedia Interface can bloody well FUCK OFF. You understand? Got o hell bitch.,HOF,PRFN
2776,1281,60c5d6bf5659ea5e55def840,"today our birth givers threatened homelessness again if we dont make money off youtube, were trying our best to earn money off of yt but it likes to fuck w smaller creators so we. cant",NOT,NONE
2791,4369,60c5d6bf5659ea5e55defe91,"I wonder, did I give you dorks drooling in my DMs a permission to bother me with your bollocks?",HOF,PRFN
2792,2951,60c5d6bf5659ea5e55df00ff,opened my laptop to find a dead fly lmao that lil bitch was in there when i slammed the laptop closed last night,NOT,NONE
2794,1327,60c5d6bf5659ea5e55def8cf,") he's sooooooo cocky and arrogant sometimes. SERIOUSLY, it's astounding how much this fucker can have so much of a ego in one little twink body.   But it does make up for his charm and what makes him attractive.",HOF,OFFN
2812,840,60c5d6bf5659ea5e55def658,"Sexual harassment is fun to deal with when HR does a 24 hour gloss over OF the details and then tells me to fuck off but thanks me for being BRAVE, COURAGEOUS and reminds me that WE ARE ON YOUR SIDE.  Yeah, sure I say as I feel Im being punished for having the audacity to speak",HOF,PRFN
2830,121,60c5d6bf5659ea5e55def1fc,This guy has a whole ass fianc and is asking me to fuck .. TRASH,HOF,PRFN
2832,2571,60c5d6bf5659ea5e55df0288,Damn why my work give me 11 days of PTO? FUCK IT WE OFF TODAY,HOF,PRFN
2833,3393,60c5d6bf5659ea5e55def454,"how do i put in tinder bio that i have stage 4 cancer, short boyish hair after chemo, a shitbag and a scar as long as my stomach BUT im dtf-pls-dont-be-scared",HOF,PRFN
2852,4787,60c5d6bf5659ea5e55def894,If conte goes to Everton Im seriously gonna have to quit this 2 Bob Bollocks they call FoOtBaLl!,HOF,PRFN
2855,2331,60c5d6bf5659ea5e55df0173,"No wonder she messaged me on the first, I been livin in her mind rent free this whole time",NOT,NONE
2858,3685,60c5d6bf5659ea5e55defeb3,I hope Miguel never finds love or another girl that will pay for all his shit. He really a broke bitch.,HOF,PRFN
2863,4528,60c5d6bf5659ea5e55def628,I hope my ex sees this and knows shes a whore,HOF,PRFN
2869,4068,60c5d6bf5659ea5e55defb8c,If u cant handle me at my worst then leave cuz I dont have a best. Im always an asshole.,HOF,PRFN
2878,4898,60c5d6bf5659ea5e55def84c,"Shitbag Carlo, contracts mean fuck all now days.",HOF,OFFN
2897,2466,60c5d6bf5659ea5e55df0263,But also....my baby father told me to stop giving her pussy away so we bout to have a conundrum on our hands real soon.,HOF,PRFN
2898,61,60c5d6bf5659ea5e55def10f,"Fair play to Byron Hill and Spencer (not often I could say that about that twat) but, my God, was there ever a worse commentary than that? calling him B.H. in fifth when he was second last and then a load of vomit spewed out from the Wanker Weaver followed by the Bookies' Bitch.",HOF,PRFN
2908,646,60c5d6bf5659ea5e55def68f,"Well, good for you, I guess you're gettin' everything you want You bought a new car and your career's really takin' off It's like we never even happened Baby, what the fuck is up with that?",HOF,PRFN
2911,249,60c5d6bf5659ea5e55def19e,|| Okay don't hate me but Zhongli kinda has the same energy as that capitalism mother fucker from Robots.,HOF,PRFN
2914,1745,60c5d6bf5659ea5e55defce0,nobody:  me standing in front of a mirror  my mind: bloody marry bloody marry bloody marry  me: stfu you dumb bitch!,HOF,PRFN
2922,4466,60c5d6bf5659ea5e55defd43,"CNN is fucking stupid for having George Bushs head attorney on ETHICS to describe why Trump is bad, really?!? Iraq?! Guantanamo?! Dick Cheney?!",HOF,OFFN
2928,1636,60c5d6bf5659ea5e55defb38,just want the swagger of that one asshole drummer in the Cheerios shirt in the sorry you're not a winner video,HOF,PRFN
2931,4728,60c5d6bf5659ea5e55def767,Little dick shouldnt come with a headache...my head already hurt from sucking it.,HOF,PRFN
2942,741,60c5d6bf5659ea5e55def574,the fuck you mean a 34 yr old mother was stealing money from atinys.........,HOF,PRFN
2955,3392,60c5d6bf5659ea5e55def44b,"Divorced, Beheaded, Survived Lived, Served Cunt, Died",HOF,PRFN
2957,2886,60c5d6bf5659ea5e55def1de,"i need 2 get special cellphone gloves so i don't need 2 spend like 5mins a day polishing all the popcorn butter, weed ash &amp; sour skittle dust off this 90% glass motherfucker",NOT,NONE
2966,2203,60c5d6bf5659ea5e55deff75,"My cat is a tsundere bitch, i give her a kiss, she give me a bloody scratch on my cheek.",NOT,NONE
2972,2644,60c5d6bf5659ea5e55df0309,took son into cex this morning to get a new game. went up to pay for it. lad behind desk says good mornin. without a blink of an eye me son shouts back fuck off you bo smellin goth cunt whole shop erupts into laughs an cheers. hes only 1 year old!! cheers,HOF,PRFN
2990,2479,60c5d6bf5659ea5e55df0139,Niggas will walk around dirty asf cause they think self care is gay and wonder why their bitch wanna fuck with a bitchlil stank ass booty niggas,HOF,PRFN
3000,670,60c5d6bf5659ea5e55def53a,"happy pride im a bi bitch, have a good day",HOF,PRFN
3011,1933,60c5d6bf5659ea5e55defe94,"Everybody is a whore, we just sell different parts of ourselves  -Tommy(Peaky blinders)",HOF,PRFN
3016,383,60c5d6bf5659ea5e55def473,enough being a person of morals! im a villain fucker now,HOF,PRFN
3020,3772,60c5d6bf5659ea5e55df00c3,"Why do people find it so unbelievable that I want to work in screenwriting and directing, like bitch it's better than whatever you're doing, fucking data management freak.",HOF,OFFN
3022,726,60c5d6bf5659ea5e55def5bd,"When I use white vinegar in a recipe I really mean it. Bitch you better put that lemon back where you found it, get the 2 gallon jug out from under the sink, right next to the drain cleaner. White vinegar.",HOF,PRFN
3029,394,60c5d6bf5659ea5e55def3f3,"WHAT IF, CONCEPT,, YOU EAT Y FUCKING SHIT YOU ASSHOLE",HOF,PRFN
3044,5062,60c5d6bf5659ea5e55def2bf,U COCKSUCKING WHORE,HOF,PRFN
3054,1156,60c5d6bf5659ea5e55defaa3,My phone was dying in my damn hands lol,NOT,NONE
3082,336,60c5d6bf5659ea5e55def33d,"He definitely ripped this pussy, ayeee",HOF,PRFN
3084,2949,60c5d6bf5659ea5e55df00c6,Love is a crazy fucker,NOT,NONE
3103,4553,60c5d6bf5659ea5e55def665,"If you're one of those nutbars who's all ""I don't need help"" or ""I only want to unlock hidden stuff"" or ""I'll just look for a flowchart online,"" then you can piss off.",HOF,PRFN
